id,name,category,subcategory,neighborhood,description,address,link,latitude,longitude,submitted_by_fid,submitted_by_username,submitted_by_display_name,submitted_by_pfp_url,featured,status,created_at
a1b2c3d4-e5f6-7890-abcd-ef1234567811,Pho Hoa,Food & Drink,Lunch,Dorchester,"The real bowl. The broth has been going since before you were born. Fields Corner, not the tourist version.",1357 Dorchester Ave Boston MA 02122,,42.2942,-71.0660,0,genuinejack,Genuine Jack,,false,approved,2026-03-05 11:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567812,The Sevens Ale House,Nightlife,,Beacon Hill,"Low ceiling, no fuss, honest pours. One of the last genuine neighborhood bars in Boston. The dart board is not decorative.",77 Charles St Boston MA 02114,,42.3594,-71.0684,0,genuinejack,Genuine Jack,,false,approved,2026-03-04 12:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567813,Arnold Arboretum,Outdoors,,Jamaica Plain,"247 acres of trees from around the world, free to enter, designed by Olmsted. In May the lilacs bloom and the whole city shows up.",125 Arborway Jamaica Plain MA 02130,https://arboretum.harvard.edu,42.2881,-71.1207,0,genuinejack,Genuine Jack,,true,approved,2026-03-03 09:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567814,Harpoon Brewery,Nightlife,,Seaport,"The brewery tour ends at the taproom and that's the part that matters. The beer hall has long tables and good pretzels.",306 Northern Ave Boston MA 02210,https://harpoonbrewery.com,42.3494,-71.0432,0,genuinejack,Genuine Jack,,false,approved,2026-03-02 10:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567815,Brattle Book Shop,Culture,,Downtown / Financial District,"Three floors of used books, including an outdoor cart with $1 paperbacks. One of the oldest antiquarian bookshops in the country.",9 West St Boston MA 02111,https://brattlebookshop.com,42.3556,-71.0609,0,genuinejack,Genuine Jack,,false,approved,2026-03-01 11:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567816,The Gallows,Food & Drink,Dinner,South End,"Perfect burger, good beer list, no fuss. The kind of South End restaurant that doesn't need to try hard because it's already good.",1395 Washington St Boston MA 02118,https://thegallowsboston.com,42.3426,-71.0757,0,genuinejack,Genuine Jack,,false,approved,2026-02-28 12:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567817,ICA Boston,Culture,,Seaport,"The building is as good as the collection. Harbor views from the galleries, rotating contemporary shows, free on Thursday evenings.",25 Harbor Shore Dr Boston MA 02210,https://icaboston.org,42.3528,-71.0462,0,genuinejack,Genuine Jack,,true,approved,2026-02-27 09:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567818,Lamplighter Brewing,Nightlife,,Cambridge / Somerville,"Cambridge's best taproom. The beer is excellent and the space is big enough to actually sit down. Take the red line.",284 Broadway Cambridge MA 02139,https://lamplighterbrewing.com,42.3674,-71.1025,0,genuinejack,Genuine Jack,,false,approved,2026-02-26 10:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567819,Cafe Luna,Coffee,,Cambridge / Somerville,"The Sunday morning coffee place. Regulars, newspapers, no Wi-Fi pressure. Porter Square neighborhood classic.",403 Massachusetts Ave Cambridge MA 02139,,42.3650,-71.1043,0,genuinejack,Genuine Jack,,false,approved,2026-02-25 11:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567820,Oleana,Food & Drink,Dinner,Cambridge / Somerville,"Ana Sortun's Eastern Mediterranean cooking is the reason to plan a dinner in Cambridge. The mezze spread alone justifies the trip.",134 Hampshire St Cambridge MA 02139,https://oleanarestaurant.com,42.3720,-71.1005,0,genuinejack,Genuine Jack,,true,approved,2026-02-24 12:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567821,Castle Island,Outdoors,,South Boston,"Fort Independence, harbor views, and the best soft serve in the city. Walk the loop, watch the planes land at Logan.",2010 William J Day Blvd Boston MA 02127,,42.3325,-71.0100,0,genuinejack,Genuine Jack,,true,approved,2026-02-23 09:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567822,Santarpio's Pizza,Food & Drink,Dinner,East Boston,"Order the pizza. Order the sausages. Don't ask for substitutions. Since 1903 and they don't need to change.",111 Chelsea St East Boston MA 02128,,42.3720,-71.0388,0,genuinejack,Genuine Jack,,false,approved,2026-02-22 10:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567823,McKinney's at Harvard Square,Nightlife,,Cambridge / Somerville,"The dark bar you want after a long week. Strong drinks, no attitude. On the Cambridge side where things are still honest.",1105 Massachusetts Ave Cambridge MA 02138,,42.3735,-71.1185,0,genuinejack,Genuine Jack,,false,approved,2026-02-21 11:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567824,South End Buttery,Food & Drink,Breakfast,South End,"Neighborhood brunch without the wait. The French toast is correct. The people watching from the sidewalk tables is even better.",314 Shawmut Ave Boston MA 02118,https://southendbuttery.com,42.3388,-71.0773,0,genuinejack,Genuine Jack,,false,approved,2026-02-20 12:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567825,Newbury Comics,Shopping,,Back Bay,"Records, comics, merch. The original Newbury St location is the right one. You will leave with something you didn't plan to buy.",332 Newbury St Boston MA 02115,https://newburycomics.com,42.3491,-71.0858,0,genuinejack,Genuine Jack,,false,approved,2026-02-19 09:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567826,Tavolo,Food & Drink,Dinner,Dorchester,"This is what a neighborhood Italian should be. Affordable, excellent, not trying to impress anyone. Dot Ave is lucky to have it.",1918 Dorchester Ave Boston MA 02124,,42.2832,-71.0650,0,genuinejack,Genuine Jack,,false,approved,2026-02-18 10:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567827,Area Four,Coffee,,Cambridge / Somerville,"Wood-fired pizza at dinner, excellent coffee all day. The morning bun situation is a legitimate reason to visit Cambridge.",500 Technology Square Cambridge MA 02139,https://areafour.com,42.3625,-71.0946,0,genuinejack,Genuine Jack,,false,approved,2026-02-17 11:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567828,Coppa,Food & Drink,Dinner,South End,"Italian enoteca that's been quietly excellent for fifteen years. The charcuterie and the wood-fired dishes. Not flashy, just right.",253 Shawmut Ave Boston MA 02118,https://coppaboston.com,42.3411,-71.0748,0,genuinejack,Genuine Jack,,false,approved,2026-02-16 12:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567829,Tasty Burger,Food & Drink,Lunch,Fenway / Kenmore,"The burger is $5.50. It is correct. After a day game, this is the call, not the overpriced places on Lansdowne.",1301 Boylston St Boston MA 02215,https://tastyburger.com,42.3468,-71.0990,0,genuinejack,Genuine Jack,,false,approved,2026-02-15 09:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567830,Market in the Square,Shopping,,Cambridge / Somerville,"The Davis Square food hall that locals use. Good cheese, good produce, and a deli counter that doesn't disappoint.",411 Highland Ave Somerville MA 02144,,42.3959,-71.1215,0,genuinejack,Genuine Jack,,false,approved,2026-02-14 10:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567831,Museum of Fine Arts,Culture,,Fenway / Kenmore,"The American wing alone is worth three visits. Free with a Boston Public Library card on Wednesdays. One of the great museums.",465 Huntington Ave Boston MA 02115,https://mfa.org,42.3394,-71.0941,0,genuinejack,Genuine Jack,,true,approved,2026-02-13 11:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567832,Notch Brewing,Nightlife,,Allston / Brighton,"Session ales and a taproom that feels like a community space, not a beer hall. The Haus Pils is the best lager in Boston.",283 Moody St Waltham MA 02453,https://notchbrewing.com,42.3742,-71.2374,0,genuinejack,Genuine Jack,,false,approved,2026-02-12 12:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567833,The Plough and Stars,Nightlife,,Cambridge / Somerville,"Cambridge's oldest Irish pub. Live music, real pints, honest room. A Thursday night here is better than most Friday nights anywhere.",912 Massachusetts Ave Cambridge MA 02139,,42.3654,-71.1116,0,genuinejack,Genuine Jack,,false,approved,2026-02-11 09:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567834,Sofra Bakery,Food & Drink,Breakfast,Cambridge / Somerville,"Middle Eastern pastries and savory pies for breakfast. The almond croissant situation is excellent. Watertown, technically, but worth it.",1 Belmont St Cambridge MA 02138,https://sofrabakery.com,42.3701,-71.1319,0,genuinejack,Genuine Jack,,false,approved,2026-02-10 10:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567835,Constitution Wharf,Outdoors,,Charlestown,"Walk out past the Navy Yard and find the bench with the best view of the harbor in the city. USS Constitution in the background. Free.",Constitution Wharf Charlestown MA 02129,,42.3731,-71.0544,0,genuinejack,Genuine Jack,,false,approved,2026-02-09 11:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567836,Haley House Bakery Cafe,Hidden Gems,,South End,"Social enterprise cafe that's been feeding the neighborhood since 1966. The soups are real, the community is realer.",12 Dade St Boston MA 02119,https://haleyhouse.org,42.3285,-71.0821,0,genuinejack,Genuine Jack,,false,approved,2026-02-08 12:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567837,Penguin Pizza,Food & Drink,Dinner,Allston / Brighton,"Allston's neighborhood pizza. Late night slices, full pies, a room full of people who live nearby. Reliable.",735 Commonwealth Ave Boston MA 02215,,42.3491,-71.1081,0,genuinejack,Genuine Jack,,false,approved,2026-02-07 09:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567838,Broadsheet Coffee Roasters,Coffee,,Downtown / Financial District,"Downtown's best coffee and one of the few places to get it right in the Financial District. The filter coffee is the move.",7 Temple Pl Boston MA 02111,https://broadsheetcoffee.com,42.3562,-71.0610,0,genuinejack,Genuine Jack,,false,approved,2026-02-06 10:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567839,Blackbird Doughnuts,Hidden Gems,,South End,"The best doughnuts in Boston and it's not close. The blueberry mascarpone sells out first. Go before 10am.",492 Tremont St Boston MA 02116,https://blackbirddoughnuts.com,42.3459,-71.0727,0,genuinejack,Genuine Jack,,true,approved,2026-02-05 11:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567840,Legal Sea Foods,Food & Drink,Dinner,Seaport,"The original. Not the airport version. The clam chowder is legitimately the Boston chowder standard.",270 Northern Ave Boston MA 02210,https://legalseafoods.com,42.3491,-71.0411,0,genuinejack,Genuine Jack,,false,approved,2026-02-04 12:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567841,The Automatic,Nightlife,,South Boston,"Southie bar that's been here long enough to be real. The crowd is mixed, the beer is cold, and the jukebox is good.",560 Tremont St Boston MA 02116,,42.3417,-71.0718,0,genuinejack,Genuine Jack,,false,approved,2026-02-03 09:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567842,Boston Public Library,Culture,,Back Bay,"The McKim building on Copley Square is one of the most beautiful rooms in the country. The courtyard alone. Free. Open every day.",700 Boylston St Boston MA 02116,https://bpl.org,42.3492,-71.0779,0,genuinejack,Genuine Jack,,true,approved,2026-02-02 10:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567843,Secret Garden at Beacon Hill,Hidden Gems,,Beacon Hill,"Pinckney Street, halfway up the hill. A courtyard no one tells you about. Sits behind a wrought iron gate that's usually unlocked.",Pinckney St Boston MA 02114,,42.3590,-71.0664,0,genuinejack,Genuine Jack,,false,approved,2026-02-01 11:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567844,O Ya,Food & Drink,Dinner,Downtown / Financial District,"The best sushi in Boston and one of the best in the country. Not casual, not cheap, completely worth it for a special occasion.",9 East St Boston MA 02111,https://oyarestaurantgroup.com,42.3533,-71.0571,0,genuinejack,Genuine Jack,,true,approved,2026-01-31 12:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567845,The Hourly Oyster House,Food & Drink,Lunch,Back Bay,"A long raw bar and an even longer cocktail menu. The happy hour oysters are legitimately $1 and the room is always buzzing.",15 Stanhope St Boston MA 02116,https://hourlyoyster.com,42.3490,-71.0775,0,genuinejack,Genuine Jack,,false,approved,2026-01-30 09:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567846,East Boston Greenway,Outdoors,,East Boston,"The waterfront path from Maverick to Piers Park. Harbor views, planes landing overhead, miles of walking path. Free and underrated.",Maverick Square East Boston MA 02128,,42.3693,-71.0375,0,genuinejack,Genuine Jack,,false,approved,2026-01-29 10:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567847,Notoriety,Shopping,,Allston / Brighton,"The sneaker and streetwear store that Allston deserves. Good selection, no markup politics, staff who actually know the product.",282 N Harvard St Allston MA 02134,,42.3551,-71.1298,0,genuinejack,Genuine Jack,,false,approved,2026-01-28 11:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567848,Diesel Cafe,Coffee,,Cambridge / Somerville,"Davis Square's original coffeehouse. Pool tables, long hours, the right amount of noise. Open late when you need it.",257 Elm St Somerville MA 02144,,42.3963,-71.1225,0,genuinejack,Genuine Jack,,false,approved,2026-01-27 12:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567849,Cunard Tavern,Hidden Gems,,Dorchester,"The neighborhood bar that Columbia Point forgot to mention. Cheap pints, good wings, a room full of people who actually live here.",24 Corbet St Dorchester MA 02124,,42.3012,-71.0674,0,genuinejack,Genuine Jack,,false,approved,2026-01-26 09:00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567850,Boston City Hall Plaza,Services,,Downtown / Financial District,"Free outdoor ice rink in winter, farmers market in summer, political rallies all year. The building is brutalist and correct.",1 City Hall Square Boston MA 02201,,42.3601,-71.0580,0,genuinejack,Genuine Jack,,false,approved,2026-01-25 10:00:00
